,0,1,2,3
54,wandLinha,@wandLinha,2018-02-14T06:49:29.000Z,"Em resposta a 
@gabturquettinossa quase morri
os 30 minutos mais longos da minha vida
hoje acabei vendo involuntariamente o final do bloco da tesourinha 
mas foi bom, muita criança fantasiada  me diverti"
55,gabizinha,@gabturquetti,2018-02-14T08:45:56.000Z,"Claramente, melhor bloco"
56,gabizinha,@gabturquetti,2018-02-14T08:40:19.000Z,"Em resposta a 
@wandLinha
 e 
@AmandLaGandHiKkkkkkk eu n gosto real oficial tb kkkkk n entendo como o pessoal consegue virar o dia em um bloco"
57,gabizinha,@gabturquetti,2018-02-14T02:15:14.000Z,Sai de casa para jogar aquele esporte top chamado Ultimate Frisbee e: num deu
58,Lesbigay,@amandacmpl,2018-02-13T22:07:36.000Z,Meninas sai de casa pra jogar frisbee e agora eu to muito beba pra realizar essa tarefa
59,gabizinha,@gabturquetti,2018-02-14T02:13:45.000Z,percebi kkkkkk
60,gabizinha,@gabturquetti,2018-02-13T12:49:18.000Z,"O professor me respondeu! Porém, infelizmente encontra-se aposentado :("
61,reclamanna,@annajota,2018-02-13T03:21:08.000Z,Nivel de afronte dos meus dogos: acabou a ração fancy que é a unica que eles comem. As agropecuárias que vendem não tão abrindo no feriado. Comprei outra ração no mercado que é mais barata/popular. Coloquei numa vasilha e deixei na cozinha pra eles comerem. ELES CAGARAM EM CIMA.
62,gabizinha,@gabturquetti,2018-02-13T12:44:38.000Z,Eu já comprei essa ração no extra  pra gato pelo menos tinha kk
63,wandLinha,@wandLinha,2018-02-13T11:22:38.000Z,"jesus me livre de bloquinho de carnaval nos próximos 80 anos pq tá aí uma coisa que definitivamente não tem nada a ver comigo

acho que só rola pra mim algo bem VIP com vários metros disponíveis pra respirar"
64,Ser de luz,@Sou_Simpatico,2018-02-08T13:55:47.000Z,"Em resposta a 
@gabturquetti
 e 
@amandacmplAcho que vai ser claro"
65,gabizinha,@gabturquetti,2018-02-08T13:56:40.000Z,"É, hj vai ser do claro msm kkk"
66,Lesbigay,@amandacmpl,2018-02-08T13:53:03.000Z,"Em resposta a 
@gabturquetti
 e 
@Sou_SimpaticoCinza mais claro vai pro colorido msm ta doidona??????"
67,gabizinha,@gabturquetti,2018-02-08T13:53:42.000Z,Ele n especificou o tom 
68,Ser de luz,@Sou_Simpatico,2018-02-08T13:51:41.000Z,"Em resposta a 
@gabturquetti
 e 
@amandacmplMeninas que que vcs não entenderam que eu vou de CINZA , provavelmente vou me jogar no time claro"
69,gabizinha,@gabturquetti,2018-02-08T13:52:50.000Z,Vou de rosa e preto kkkkk
70,gabizinha,@gabturquetti,2018-02-08T13:52:29.000Z,"Em resposta a 
@Sou_Simpatico
 e 
@amandacmplCinza quase sempre vai pro escuro "
71,Lesbigay,@amandacmpl,2018-02-08T13:49:52.000Z,"Em resposta a 
@gabturquetti
 e 
@Sou_SimpaticoAmei esse nome"
72,gabizinha,@gabturquetti,2018-02-08T13:50:49.000Z,Boto mt fé de um time nosso pois: começamos todos juntos a jogar kk
73,gabizinha,@gabturquetti,2018-02-08T13:49:06.000Z,"Em resposta a 
@amandacmpl
 e 
@Sou_SimpaticoTime Back to Black"
74,gabizinha,@gabturquetti,2018-02-08T13:48:34.000Z,"Em resposta a 
@amandacmpl
 e 
@Sou_SimpaticoAcho topissimo esse time"
75,Ser de luz,@Sou_Simpatico,2018-02-08T13:40:05.000Z,"Em resposta a 
@amandacmpl
 e 
@gabturquettiTenho nada a ver mas assim eu estarei de cinza hoje, se quiser continuar em vida pega a dica "
76,gabizinha,@gabturquetti,2018-02-08T13:41:40.000Z,"Vou de escuro então, pq ahazamos mt na terça"
77,Lesbigay,@amandacmpl,2018-02-08T12:47:07.000Z,"Em resposta a 
@gabturquettiAcho q não vou hj kkkkkkkk"
78,gabizinha,@gabturquetti,2018-02-08T12:47:32.000Z,Já tava preparada ja
79,Lesbigay,@amandacmpl,2018-02-08T12:24:12.000Z,Hj eu to só o dragão gritando DISGRAÇAAAAAA
80,gabizinha,@gabturquetti,2018-02-08T12:39:29.000Z,"vixi, você vai de preto ou colorido hoje?"
81,Lesbigay,@amandacmpl,2018-02-07T19:42:53.000Z,"Em resposta a 
@gabturquettiTava sangue no olho esses dias, é o estresse de matéria de verão"
82,gabizinha,@gabturquetti,2018-02-07T19:44:00.000Z,Ta é certa kk faço igualzinho quando to estressada
83,gabizinha,@gabturquetti,2018-02-07T19:30:48.000Z,"Em resposta a 
@gabturquetti
 e 
@amandacmplKkkkkk"
84,Lesbigay,@amandacmpl,2018-02-07T19:29:29.000Z,"Em resposta a 
@gabturquettiA gente se matando muito"
85,gabizinha,@gabturquetti,2018-02-07T19:30:30.000Z,Tu defendendo todos meus discos
86,gabizinha,@gabturquetti,2018-02-07T19:28:25.000Z,"@amandacmpl
 claramente: eu e tu kkkkkkkkkkkkkkkkkkkkkkk"
87,Ser de luz,@Sou_Simpatico,2018-02-07T18:23:57.000Z,"Nunca fui uma pessoa com hábitos de leitura mas já estou concluindo meu segundo livro do ano e acabei de comprar mais dois, e planejando quais seriam os próximos.
Que orgulho espero que se torne um hábito. "
88,Lesbigay,@amandacmpl,2018-02-06T11:15:10.000Z,"Em resposta a 
@gabturquettiEu acho que até Gal Gadot fica esquisita num desses mas tenho amigas que curtem??????"
89,gabizinha,@gabturquetti,2018-02-06T11:16:13.000Z,Tem gosto pra tudo
90,gabizinha,@gabturquetti,2018-02-06T11:13:00.000Z,utilidade pública: Vocês sabiam que existe um plug-in do chrome que de tempos em tempos ele mostra foto de gatinhos fofinhos pra você? Se chama Cats.
91,Lesbigay,@amandacmpl,2018-02-06T11:10:57.000Z,9h e já discutindo sobre quão sexy as pessoas ficam usando o macacão de necropsia
92,gabizinha,@gabturquetti,2018-02-06T11:12:09.000Z,que horror kkkkkkkk
93,gabizinha,@gabturquetti,2018-02-06T11:12:02.000Z,"Em resposta a 
@amandacmplmiga..................."
94,nath araujo,@nanaths,2018-02-06T00:34:53.000Z,gente eu quero tanto buscar meu gatinho logo eu só penso nisso meudeuducéu
95,gabizinha,@gabturquetti,2018-02-06T10:40:13.000Z,já escolheu o nomezinho??????
96,gabizinha,@gabturquetti,2018-02-06T10:23:05.000Z,"Em resposta a 
@gabichaves_MY DREAM"
97,gabizinha,@gabturquetti,2018-02-05T22:42:27.000Z,"Em resposta a 
@gabichaves_não creio miga! :("
98,gabizinha,@gabturquetti,2018-02-04T17:13:49.000Z,"Em resposta a 
@gabichaves_Vamos no shopping essa semana!"
99,gabizinha,@gabturquetti,2018-02-04T17:13:22.000Z,"Em resposta a 
@gabichaves_Ebaaaaaaa vamos se veeeeer"
100,gabizinha,@gabturquetti,2018-02-04T09:37:33.000Z,"Em resposta a 
@gabichaves_Ta é certa"
101,Ser de luz,@Sou_Simpatico,2018-02-03T10:35:27.000Z,"Em resposta a 
@amandacmpl
 e 
@gabturquettiEstou indo hoje porque meu corpo tá igual aquela roupa que vc só usa pra ir no mesmo lugar, que mesmo sem vc ir ela vai por que já sabe o caminho e não precisa mais de vc."
102,gabizinha,@gabturquetti,2018-02-03T14:12:54.000Z,Genteeeeee kkkkk
103,Ser de luz,@Sou_Simpatico,2018-02-02T20:05:28.000Z,"O funcional hoje foi um pouco de perna de muito abdómen. Pernas sempre é de boas, agora abdómen MISERIGLORIA, CREDO EM CRUZ, TA AMARRADO, eu não consegui completar nenhum exercício. GRAZADEUZ não tenho ambições com o abdómen."
104,gabizinha,@gabturquetti,2018-02-03T09:41:49.000Z,Vou te fazer rir só pra ver a maldade kk
105,gabizinha,@gabturquetti,2018-02-02T18:23:39.000Z,Pode deixar! Qualquer coisa nois ta aqui
106,Lesbigay,@amandacmpl,2018-02-02T16:41:53.000Z,"Em resposta a 
@gabturquettiVEI SIM, ELA ME CONTOU QUASE CHORANDO POIS SEM CONDIÇÕES"
107,gabizinha,@gabturquetti,2018-02-02T17:20:46.000Z,bixinha!!!!!!!!!
108,wandLinha,@wandLinha,2018-02-02T15:08:41.000Z,"Em resposta a 
@gabturquetticacete, Gabx 
peidou perto de mim de novo"
109,gabizinha,@gabturquetti,2018-02-02T16:24:47.000Z,sensacional KKKKKKKKKKKK
110,gabizinha,@gabturquetti,2018-02-02T16:24:25.000Z,"@a_forasteira
 um dia ainda te convenço"
111,gabizinha,@gabturquetti,2018-02-02T16:22:50.000Z,Me perguntaram hoje no trabalho qual esporte eu fazia e já convenci um dos envolvidos a comparecer no domingo
112,gabizinha,@gabturquetti,2018-02-02T16:22:23.000Z,Eu sou muito testemunha de jeová do ultimate frisbee mesmo viu
113,Lesbigay,@amandacmpl,2018-02-02T15:20:23.000Z,Crush do frisbee contando q caiu no conto da cerveja gourmet e pagou 42 golpes em 400ml e lembrei do famigerado chopp de 19 golpes que nem era bom
114,gabizinha,@gabturquetti,2018-02-02T16:20:53.000Z,42 REAIS? CE TA LOKO
115,gabizinha,@gabturquetti,2018-02-02T10:05:45.000Z,Deus queira que hoje seja um dia de trabalho sem piadinhas machistas pois: não sou obrigada
116,gabizinha,@gabturquetti,2018-02-02T09:36:36.000Z,"E repito pq a princesa Elsa sempre fala: meninas, joguem frisbee"
117,gabizinha,@gabturquetti,2018-02-02T09:36:15.000Z,Fazia tanto tempo que eu n fazia uma defesa eficiente que estou: com a mãozinha doendo e roxa
118,gabizinha,@gabturquetti,2018-02-02T09:35:48.000Z,"Dêem suas legendas pra essa foto, nunca pedi nada pra vcs"
119,Lesbigay,@amandacmpl,2018-02-02T00:28:59.000Z,"Em resposta a 
@Sou_SimpaticoDesde que vc adquiriu uma chuteira as coisas até melhoraram mas amor é d+"
120,gabizinha,@gabturquetti,2018-02-02T09:32:58.000Z,"Esse Matias ta achando que engana, chuteira nova é só máscara, até mesmo pq ontem ela quase ficou estampada na minha cara "
121,gabizinha,@gabturquetti,2018-02-02T09:29:31.000Z,"Em resposta a 
@Sou_SimpaticoESSA CARA"
122,gabizinha,@gabturquetti,2018-02-02T09:29:23.000Z,"Em resposta a 
@Sou_SimpaticoBERRO"
123,gabizinha,@gabturquetti,2018-02-01T20:21:27.000Z,"Em resposta a 
@NaoInviabilize@Sou_Simpatico"
124,gabizinha,@gabturquetti,2018-02-01T18:21:10.000Z,"Em resposta a 
@bia_loobooMas devo admirar minha criatividade da época, hoje em dia sou zero criativa kkk"
125,gabizinha,@gabturquetti,2018-02-01T18:20:39.000Z,"Em resposta a 
@bia_loobooSim kakajakajaka"
126,Ser de luz,@Sou_Simpatico,2018-02-01T16:17:08.000Z,"Em resposta a 
@gabturquettiQuando aprender me ensina por que também não tive essa coragem"
127,gabizinha,@gabturquetti,2018-02-01T16:22:50.000Z,kkkkkkkkkkkkkkkkkk eu to aqui fazendo meu mestrado pq nao tem absolutamente mais nada para fazer no dia de hoje
128,gabizinha,@gabturquetti,2018-02-01T15:46:09.000Z,As melhores surpresas acontecem quando você prefere subir de escada ao invés do elevador
129,gabizinha,@gabturquetti,2018-02-01T15:29:44.000Z,"E quando você termina seu serviço 2h depois que vc chega no trabalho, mas ainda nao adquiriu a cara de pau para ir embora?"
130,naluisa,@analuiiiiiisa,2018-02-01T14:18:05.000Z,"Vei, cada dia que eu estudo eu vejo que eu não sei porra nenhuma e que tudo que eu estudei n foi nada perto da quantidade de info que tem nesse mundo PUTA Q PARIU"
131,gabizinha,@gabturquetti,2018-02-01T15:28:19.000Z,esse pensamento é euzinha 24h/7 dias na semana
132,gabizinha,@gabturquetti,2018-02-01T15:25:50.000Z,"@bia_looboo
  lembrei de você esses dias bia! kkkk me peguei cantarolando aquela musica horrível que eu fiz aos meus 14 (?) 15 (?) 16 (?) anos kkk"
133,gabizinha,@gabturquetti,2018-02-01T15:24:54.000Z,"Em resposta a 
@bia_looboosimmmmmmmm!!!!!"
134,gabizinha,@gabturquetti,2018-02-01T15:23:03.000Z,E esse dedinho coçando pra mandar outro e-mail hoje hein? ME SEGURAAAAAAAA
135,gabizinha,@gabturquetti,2018-02-01T09:55:00.000Z,Todo o dia é a mesma luta pra ir trabalhar: deixar esse bbzão em casa
136,gabizinha,@gabturquetti,2018-02-01T09:53:39.000Z,"Em resposta a 
@Sou_SimpaticoKKKKK AMO SEUS GIFS"
137,gabizinha,@gabturquetti,2018-01-26T12:53:59.000Z,"Em resposta a 
@Sou_SimpaticoKkkkkkkk"
138,Ser de luz,@Sou_Simpatico,2018-01-26T12:47:53.000Z,"Em resposta a 
@gabturquettiOlha a imagem de novo"
139,gabizinha,@gabturquetti,2018-01-26T12:50:06.000Z,"Vei, como assim oq houve?"
140,gabizinha,@gabturquetti,2018-01-26T12:36:00.000Z,"Em resposta a 
@gabichaves_QUERO EXPERIMENTAR PLEASE"
141,Ser de luz,@Sou_Simpatico,2018-01-26T00:00:34.000Z,"O que vc fez hoje?
-Remo as 6h
-Funcional as 13h
-Frisbee as 19h

E amanhã como vai ser?"
142,gabizinha,@gabturquetti,2018-01-26T12:35:33.000Z,Vc tá real no hospital?????
143,gabizinha,@gabturquetti,2018-01-25T19:08:05.000Z,"isso mostra que: agora a porra ficou séria e a gente vai ter que ir fundo com essa ideia, n é mesmo?"
144,gabizinha,@gabturquetti,2018-01-25T19:07:34.000Z,Só queria dizer que: acabei de mandar o meu primeiro e-mail pra um possivel orientador
145,gabizinha,@gabturquetti,2018-01-25T15:22:33.000Z,"odeeeeeeeeeeio escrever cv em ingles, odeio"
146,gabizinha,@gabturquetti,2018-01-24T17:37:33.000Z,"Em resposta a 
@a_forasteiraSIM"
147,kaly uchis da asa norte,@a_forasteira,2018-01-24T14:42:52.000Z,"o bom dos meus colegas de estagio me ignorarem completamente é que em dias pistola eu sigo em frente 
o ruim dos meus colegas de estágio me ignorarem completamente é que em dias de baixa autoestima eu fico me sentindo um lixo insignificante"
148,gabizinha,@gabturquetti,2018-01-24T16:43:42.000Z,"É nois de novo miga, estamos mt conectadas"
149,gabizinha,@gabturquetti,2018-01-22T13:32:03.000Z,"Em resposta a 
@a_forasteiraAh kkkkkkkk eu fico livre dps das 18"
150,gabizinha,@gabturquetti,2018-01-22T12:28:39.000Z,"Em resposta a 
@a_forasteira2018?"
151,kaly uchis da asa norte,@a_forasteira,2018-01-22T12:15:23.000Z,"Em resposta a 
@gabturquettiou miga q paia vamo combinar deu ir na sua casa e a gente trocar uma ideia"
152,gabizinha,@gabturquetti,2018-01-22T12:20:19.000Z,"vamos miga, como tá essa semana pra você?"
153,kaly uchis da asa norte,@a_forasteira,2018-01-22T12:05:51.000Z,"Em resposta a 
@gabturquettiamiga vc foi a unica pessoa q me respondeu cryyyy vamos curtir uma panca da bad vibe juntas"
154,gabizinha,@gabturquetti,2018-01-22T12:06:27.000Z,Nossa migona to numa bad vibes ultimamente que ta difícil levantar da cama
155,kaly uchis da asa norte,@a_forasteira,2018-01-21T15:45:26.000Z,Eu to 100% bad vibes se vc tbm estiver bad vibes pfvr se anuncie e vamos ser bad vibes junto
156,gabizinha,@gabturquetti,2018-01-22T12:03:46.000Z,É nois
157,gabizinha,@gabturquetti,2018-01-22T11:55:17.000Z,"Esse negócio de trabalhar e estudar n é fácil migos, mas seguimos focados"
158,gabizinha,@gabturquetti,2018-01-19T15:01:54.000Z,"Esse negócio de brincar de querer fazer doutorado me dá uma dor de cabeça miserável, cada dia descubro uma coisa diferente e fico sem rumo"
159,gabizinha,@gabturquetti,2018-01-19T15:01:24.000Z,"Em resposta a 
@gabichaves_Sim miga, sei bem como é"
160,Ser de luz,@Sou_Simpatico,2018-01-19T14:48:39.000Z,"@gabturquetti
 a chuteira é muito bonita "
161,Ser de luz,@Sou_Simpatico,2018-01-17T01:48:58.000Z,"@amandacmpl
  @gabturquetti
  quando falam que foi falta minha no frisbee, o que eu penso..."
162,gabizinha,@gabturquetti,2018-01-17T08:56:07.000Z,"KKKKKKK socao na boca, rasteira..."
163,Ser de luz,@Sou_Simpatico,2018-01-17T01:44:24.000Z,"Em resposta a 
@gabturquettiA única do time escuro que era visita, por sinal uma das que recebe mais passe"
164,gabizinha,@gabturquetti,2018-01-17T08:55:49.000Z,Pena que só foi passe que num dava pra pegar kkk
165,gabizinha,@gabturquetti,2018-01-17T08:55:38.000Z,"Em resposta a 
@Sou_SimpaticoAssim que é bom kkkk"
166,gabizinha,@gabturquetti,2018-01-17T00:57:53.000Z,Ahasei sim ou com certeza no treino com meu shortinho rosa choque? COM CERTEZA
167,kaly uchis da asa norte,@a_forasteira,2018-01-16T01:05:55.000Z,"Em resposta a 
@gabturquettiAposto q ta linda"
168,gabizinha,@gabturquetti,2018-01-16T01:14:50.000Z,"miga, dessa vez não kkk to com chanel de tigela na altura da orelha (PS: meu cabelo é armado kkkkk)"
169,gabizinha,@gabturquetti,2018-01-15T23:51:50.000Z,"e eu não paguei barato, amigos"
170,gabizinha,@gabturquetti,2018-01-15T23:50:59.000Z,e cortaram na altura da orelha :(
171,gabizinha,@gabturquetti,2018-01-15T23:50:24.000Z,Tristissima pois: fui cortar o cabelo e pedi para cortar na altura do ombro
172,gabizinha,@gabturquetti,2018-01-15T17:07:26.000Z,"Em resposta a 
@Sou_SimpaticoTo doida pra usar a chuteira nova amanhã kkkkk"
173,gabizinha,@gabturquetti,2018-01-15T17:07:05.000Z,"Em resposta a 
@Sou_SimpaticoAaaaaaaaa goood!!"
174,gabizinha,@gabturquetti,2018-01-15T17:05:33.000Z,"Em resposta a 
@amandacmplAgora que eu reparei no casalzinho Kaká e Zeca mt fofos"
175,Ser de luz,@Sou_Simpatico,2018-01-15T16:29:42.000Z,"Em resposta a 
@gabturquettiJá!!! o.O
Que rápido espero que a minha chegue assim também..."
176,gabizinha,@gabturquetti,2018-01-15T17:04:43.000Z,Vc pediu???
177,gabizinha,@gabturquetti,2018-01-14T23:54:48.000Z,"Em resposta a 
@amandacmplmt princesa"
178,Lesbigay,@amandacmpl,2018-01-14T23:48:33.000Z,"Em resposta a 
@gabturquettiIhuuuuuuuuuuuuu muito bom chuteira nova"
179,gabizinha,@gabturquetti,2018-01-14T23:51:26.000Z,"e meu short rosa é tipo, rosa choque,bem PÁÁÁH kkkk amei mt"
180,gabizinha,@gabturquetti,2018-01-14T23:51:08.000Z,"Em resposta a 
@amandacmplsimmmmm ansiosisssssima para terça"
181,gabizinha,@gabturquetti,2018-01-14T23:46:17.000Z,espero n cair mais pq ninguem merece hehehehe
182,gabizinha,@gabturquetti,2018-01-14T23:46:00.000Z,linda linda linda
183,gabizinha,@gabturquetti,2018-01-14T23:45:29.000Z,Minha chuteira chegooooouu <3
184,Lesbigay,@amandacmpl,2018-01-13T00:39:14.000Z,"Em resposta a 
@gabturquettiCes vão de metrô até 102 e depois pegar o carro ou ir direto?"
185,gabizinha,@gabturquetti,2018-01-13T00:42:56.000Z,To decidindo 
186,Lesbigay,@amandacmpl,2018-01-12T23:27:14.000Z,"Em resposta a 
@gabturquettiMiga não, acho que vou levar no domingo pois mais de boas"
187,Lesbigay,@amandacmpl,2018-01-12T22:04:51.000Z,"Em resposta a 
@gabturquettiEu sou muito descolada tbm, tenho até piercing"
188,gabizinha,@gabturquetti,2018-01-12T22:09:14.000Z,"KKKKKK SIM MIGAAAA É LOGICO, VC N É A MULAN ATOA A MAIS DESCOLADA DE TODAS"
189,kaly uchis da asa norte,@a_forasteira,2018-01-12T20:07:58.000Z,"Em resposta a 
@gabturquettiVc ta indo na unb agr nas ferias por acaso?"
190,gabizinha,@gabturquetti,2018-01-12T20:25:00.000Z,"Eu tava miga, mas agora comecei a trabalhar lá perto do park shopping"
191,kaly uchis da asa norte,@a_forasteira,2018-01-12T19:49:53.000Z,"Em resposta a 
@gabturquettiMiga vamo semana q vem q eu vou ter dinheiroooossd"
192,gabizinha,@gabturquetti,2018-01-12T19:51:44.000Z,vamoooooooooo!!!!! <33333
193,kaly uchis da asa norte,@a_forasteira,2018-01-11T18:30:50.000Z,Cheguei em bsb migas venham me visitar se nao a unica coisa q eu vou fazer é assistir desperate housewifes o dia todo
194,gabizinha,@gabturquetti,2018-01-12T19:49:28.000Z,vamos nos verrr <3333333
195,Lesbigay,@amandacmpl,2018-01-11T19:09:31.000Z,Euzinha jovem de Cristo https://twitter.com/nacilha/status/951444989128691712…Este Tweet não está disponível.
196,gabizinha,@gabturquetti,2018-01-12T19:48:03.000Z,"todo mundo tem a versão amanda, eu tenho uma amiga parecida com você tb kkkk mas ela é descolada, tem umas tattoos iradas, faz história e é maquiadora <3 kkkkk"
197,gabizinha,@gabturquetti,2018-01-11T10:28:04.000Z,Torcendo pro frisbee ser no campo hoje pois: não aguento mais trazer um caminhão de areia pra casa
